Address,Translated
"Սանահին Սարահարթ թաղամաս 3/2, Ալավերդի","Sanahin Sarahart district 3/2, Alaverdi"
Lorri › Alaverdi,Lorri › Alaverdi
"Myasnikyan street, Vanadzor","Myasnikyan street, Vanadzor"
"Լոռու խճուղի 1, Վանաձոր","Lori Highway 1, Vanadzor"
"Մարշալ Բաղրամյան պողոտա ГСК 7/12, Վանաձոր","Marshal Baghramyan Avenue GSK 7/12, Vanadzor"
"Knunyants street 2, Vanadzor","Knunyants street 2, Vanadzor"
"Vardanants Street 122, Vanadzor","Vardanants Street 122, Vanadzor"
"Проспект Тигран Мец 79, Ванадзор","Tigran Mets Avenue 79, Vanadzor"
"Lazyan street 18, Vanadzor","Lazyan street 18, Vanadzor"
"Հովհաննես Թումանյանի փողոց 9А, Վանաձոր","9A Hovhannes Tumanyan Street, Vanadzor"
"Улица Татеракан 1/1, Ванадзор","Taterakan street 1/1, Vanadzor"
Lorri › Gyulagarak,Lorri › Gyulagarak
"Улица Джравазани 73, Алаверди","Jravazani street 73, Alaverdi"
"Գարեգին Նժդեհի փողոց 9/2-1 , Վանաձոր","Garegin Nzhdeh Street 9/2-1, Vanadzor"
"Մեղապարտի փողոց 24, Ստեփանավան","Meghapart Street 24, Stepanavan"
"Tigran Mets Avenue 75, Vanadzor","Tigran Mets Avenue 75, Vanadzor"
"Տիգրան Մեծի պողոտա 20/1Ա, Վանաձոր","Tigran Mets Avenue 20/1A, Vanadzor"
"Ներսիսյան թաղամաս 15, Վանաձոր","Nersisyan District 15, Vanadzor"
"Grigor Lusavorich street 31, Vanadzor","Grigor Lusavorich street 31, Vanadzor"
"Մեսրոպ Մաշտոցի փողոց 22, Վանաձոր","Mesrop Mashtots Street 22, Vanadzor"
Lorri › Spitak,Lorri › Spitak
"Shinararneri street, Vanadzor","Shinararneri street, Vanadzor"
"Garegin Nzhdeh Street, Vanadzor","Garegin Nzhdeh Street, Vanadzor"
"Nersisyan district 8, Vanadzor","Nersisyan district 8, Vanadzor"
"Moskovyan street 54, Vanadzor","Moskovyan street 54, Vanadzor"
"Переулок Ереванянского Шоссе 89, Ванадзор","Yerevanyanskogo Highway Lane 89, Vanadzor"
"Narekaci street 21, Vanadzor","Narekaci street 21, Vanadzor"
"Moskovyan street, Vanadzor","Moskovyan street, Vanadzor"
"Կարեն Դեմիրճյան 1-ին նրբանցք 12, Վանաձոր","Karen Demirchyan 1st Alley 12, Vanadzor"
"Улица Баграмян 40, Степанаван","Baghramyan street 40, Stepanavan"
"Տավրոսի 1-ին փողոց 63, Վանաձոր","63 Tavros 1st Street, Vanadzor"
"Нарекаци блок, Ереван","Narekatsi block, Yerevan"
"Տարոն-2 թաղամաս 10-1 , Վանաձոր","Taron-2 district 10-1, Vanadzor"
"Moskovyan street 52/2, Vanadzor","Moskovyan street 52/2, Vanadzor"
"Մյասնիկյան փողոց 7/25, Վանաձոր","7/25 Myasnikyan Street, Vanadzor"
"Հակոբ Մեղապարտի փողոց, Ստեփանավան","Hakob Meghapart Street, Stepanavan"
"Tigran Mets Avenue 38, Vanadzor","Tigran Mets Avenue 38, Vanadzor"
"Chukhajyan street, Vanadzor","Chukhajyan street, Vanadzor"
"Isahakyan street 17, Vanadzor","Isahakyan street 17, Vanadzor"
"Ղազարոս Աղայանի փողոց, Վանաձոր","Ghazaros Aghayan Street, Vanadzor"
"Zaqaryan street, Vanadzor","Zaqaryan street, Vanadzor"
"Stepan Zoryan street 79/1, Vanadzor","Stepan Zoryan street 79/1, Vanadzor"
"Avetik Isahakyan Street 4, Vanadzor","Avetik Isahakyan Street 4, Vanadzor"
"Shinararneri street 1, Vanadzor","Shinararneri street 1, Vanadzor"
"Agayan street, Vanadzor","Agayan street, Vanadzor"
"Meqenashinararneri district, Vanadzor","Meqenashinararneri district, Vanadzor"
"Tavros 4-th street 1st lane, Vanadzor","Tavros 4-th street 1st lane, Vanadzor"
"Տարոն-2 թաղամաս 10-1, Վանաձոր","Taron-2 district 10-1, Vanadzor"
"Moskovyan street 68, Vanadzor","Moskovyan street 68, Vanadzor"
"Lazyan street, Vanadzor","Lazyan street, Vanadzor"
"Գրիգոր Լուսավորչի փողոց 39/1, Վանաձոր","Grigor Lusavorich Street 39/1, Vanadzor"
"Tigran Mets Ave 27, Vanadzor","Tigran Mets Ave 27, Vanadzor"
"Nairi street 5, Vanadzor","Nairi street 5, Vanadzor"
"Թումանյան փողոց 6Ա, Վանաձոր","6A Tumanyan Street, Vanadzor"
"Usanogakan street, Vanadzor","Usanogakan street, Vanadzor"
"Улица Татеракан, Ванадзор","Taterakan street, Vanadzor"
"Shinararneri street 7, Vanadzor","Shinararneri street 7, Vanadzor"
"Garegin Nzhdeh Street 2, Vanadzor","Garegin Nzhdeh Street 2, Vanadzor"
"Myasnikyan street 12, Vanadzor","Myasnikyan street 12, Vanadzor"
"Tigran Mets Avenue 50, Vanadzor","Tigran Mets Avenue 50, Vanadzor"
"Կարեն Դեմիրճյան փողոց 7, Վանաձոր","Karen Demirchyan Street 7, Vanadzor"
"Tigran Mets Avenue 59, Vanadzor","Tigran Mets Avenue 59, Vanadzor"
"Sukhumi street 14, Vanadzor","Sukhumi street 14, Vanadzor"
"Улица Лазян 25, Ванадзор","Lazyan street 25, Vanadzor"
"Knunyants street 48, Vanadzor","Knunyants street 48, Vanadzor"
"Գրիգոր Նարեկացու փողոց 6, Վանաձոր","6 Grigor Narekatsi Street, Vanadzor"
"Улица Карена Демирчяна, Ванадзор","Karena Demirchyan Street, Vanadzor"
"Nersisyan district, Vanadzor","Nersisyan district, Vanadzor"
"Ուսանողական փողոց, Վանաձոր","Student Street, Vanadzor"
"Tigran Mets Avenue 34, Vanadzor","Tigran Mets Avenue 34, Vanadzor"
"Nersisyan lane, Vanadzor","Nersisyan lane, Vanadzor"
"Վիրահայոց փողոց 78Ա, Ստեփանավան","78A Virahayots Street, Stepanavan"
"Baghramyan avenue, Vanadzor","Baghramyan avenue, Vanadzor"
"Taterakan street 2, Vanadzor","Taterakan street 2, Vanadzor"
"Stepan Zoryan street 21, Vanadzor","Stepan Zoryan street 21, Vanadzor"
"Chukhajyan street 58, Vanadzor","Chukhajyan street 58, Vanadzor"
"Квартал Нерсисян 11, Ванадзор","Nersisyan quarter 11, Vanadzor"
"Narekaci street, Vanadzor","Narekaci street, Vanadzor"
"Tigranyan street, Vanadzor","Tigranyan street, Vanadzor"
"Տիգրան Մեծ պողոտա, Վանաձոր","Tigran Mets Avenue, Vanadzor"
"Teryan stret, Vanadzor","Teryan stret, Vanadzor"
"Nersisyan district 6, Vanadzor","Nersisyan district 6, Vanadzor"
"Улица Саят-Нова 10, Ванадзор","10 Sayat-Nova Street, Vanadzor"
"Batumi street 15, Vanadzor","Batumi street 15, Vanadzor"
"Batumi street 5, Vanadzor","Batumi street 5, Vanadzor"
"Տավրոսի 1-ին փողոց, Վանաձոր","1st Tavros Street, Vanadzor"
"Եկեղեցու փողոց 4, Ստեփանավան","4 Church Street, Stepanavan"
"Կարեն Դեմիրճյան փողոց 16, Վանաձոր","16 Karen Demirchyan Street, Vanadzor"
"Տարոն-4 թաղամաս, Վանաձոր","Taron-4 district, Vanadzor"
"Улица Чухаджяна 56, Ванадзор","Chukhajyan street 56, Vanadzor"
"Moskovyan street 64, Vanadzor","Moskovyan street 64, Vanadzor"
"Улица Газароса Агаяна 83, Ванадзор","Ghazaros Aghayan Street 83, Vanadzor"
"Րաֆֆու փողոց 3, Ստեփանավան","3 Raffi Street, Stepanavan"
"Sankt Peterburg street, Vanadzor","Sankt Peterburg street, Vanadzor"
"Agayan street 83, Vanadzor","Agayan street 83, Vanadzor"
"Տպագրիչների փողոց 9, Վանաձոր","9 Tpagrichneri Street, Vanadzor"
"Karen Demirchyan Street, Vanadzor","Karen Demirchyan Street, Vanadzor"
"ГСК-4 17, Ванадзор","GSK-4 17, Vanadzor"
"Furmanov street, Gyumri","Furmanov street, Gyumri"
"Օդանավակայան 2-րդ թաղամաս 1, Գյումրի","Airport 2nd District 1, Gyumri"
"Aragats street, Գյումրի","Aragats street, Gyumri"
"Եղիշե Չարենցի փողոց 1, Գյումրի","1 Yeghishe Charents Street, Gyumri"
"Улица Егише Чаренца 2, Гюмри","Yeghishe Charents Street 2, Gyumri"
"Проспект Тигран Мец 8, Гюмри","Tigran Mets Avenue 8, Gyumri"
"Manushyan street 3, Gyumri","Manushyan street 3, Gyumri"
"Lalayan St, Gyumri","Lalayan St, Gyumri"
"Улица Михаила Салтыкова-Щедрина 7, Гюмри","Mikhail Saltykov-Shchedrin Street 7, Gyumri"
"Улица С. Григоряна 10А, Гюмри","S. Grigoryan street 10A, Gyumri"
"Rizhkov Street, Gyumri","Rizhkov Street, Gyumri"
"Sayat-Novai St, Gyumri","Sayat-Novai St, Gyumri"
"Մաքսիմ Գորկու փողոց 67, Գյումրի","67 Maxim Gorky Street, Gyumri"
"Garegin Nzhdeh Avenue 9/4, Gyumri","Garegin Nzhdeh Avenue 9/4, Gyumri"
"Улица Паруйра Севака 3, Гюмри","Paruyr Sevak Street 3, Gyumri"
"Квартал Муш 2 10-2А, Гюмри","Quarter Mush 2 10-2A, Gyumri"
"Թումանյան փողոց 110, Գյումրի","110 Tumanyan Street, Gyumri"
"Tigran Mets Avenue 2, Gyumri","Tigran Mets Avenue 2, Gyumri"
"Квартал Муш 2 16, Гюмри","Quarter Mush 2 16, Gyumri"
"Shahumyan street 188, Gyumri","Shahumyan street 188, Gyumri"
"Yerevan Highway, Gyumri","Yerevan Highway, Gyumri"
"Квартал Муш 2 4/29, Гюмри","Quarter Mush 2 4/29, Gyumri"
"Sundukyan Street, Gyumri","Sundukyan Street, Gyumri"
"Rijkov St, Gyumri","Rijkov St, Gyumri"
"Շահումյան փողոց 188Ա, Գյումրի","Shahumyan Street 188A, Gyumri"
"Տիգրան Մեծի պողոտա 8Ա, Գյումրի","8A Tigran Mets Avenue, Gyumri"
"Մուշ 2 թաղամաս 12/2, Գյումրի","12/2, Mush 2nd district, Gyumri"
"Տրդատ Ճարտարապետի փողոց 5/4, Գյումրի","5/4 Trdat Chartarapet Street, Gyumri"
"Улица Михаила Салтыкова-Щедрина 1, Гюмри","Mikhail Saltykov-Shchedrin Street 1, Gyumri"
"Улица Максима Горького 80А, Гюмри","Maxim Gorky Street 80A, Gyumri"
"Trdat Architector street 8Ա, Gyumri","Trdat Architector street 8Ա, Gyumri"
"Տրդատ Ճարտարապետի փողոց 15, Գյումրի","15 Trdat Chartarapet Street, Gyumri"
"Улица Степана Шаумяна 188А, Гюмри","Stepan Shahumyan Street 188A, Gyumri"
"Մովսես Խորենացի փողոց 4, Գյումրի","4 Movses Khorenatsi Street, Gyumri"
"Վահան Տերյանի փողոց 95/6, Գյումրի","95/6 Vahan Teryan Street, Gyumri"
"Կամոյի փողոց 71, Գյումրի","71 Kamo Street, Gyumri"
"Улица Горького 73, Гюмри","Gorky Street 73, Gyumri"
"Ջիվանի փողոց 72, Գյումրի","72 Jivani Street, Gyumri"
"Улица Дзержинского 20, Մարալիկ","Dzerzhinsky Street 20, Maralik"
"Квартал Муш 2 4/28, Гюмри","Quarter Mush 2 4/28, Gyumri"
"Rustaveli Street, Gyumri","Rustaveli Street, Gyumri"
"Սայաթ-Նովա փողոց 2/2, Գյումրի","Sayat-Nova Street 2/2, Gyumri"
"Улица Арагац 12, Гюмри","12 Aragats Street, Gyumri"
"Charents street 7ա, Gyumri","Charents street 7ա, Gyumri"
"Ղանդիլյանի փողոց 4, Գյումրի","4 Ghandilyan Street, Gyumri"
"Շիրակացու փողոց 7, Գյումրի","7 Shirakatsi Street, Gyumri"
"Furmanov street 2, Gyumri","Furmanov street 2, Gyumri"
"Minas Avetisyan street 37, Gyumri","Minas Avetisyan street 37, Gyumri"
"Minas Avetisyan street 37ա, Gyumri","Minas Avetisyan street 37ա, Gyumri"
"Mazmanyan Street, Gyumri","Mazmanyan Street, Gyumri"
"Վազգեն Սարգսյան փողոց 6, Գյումրի","6 Vazgen Sargsyan Street, Gyumri"
"Կամոյի փողոց 46, Գյումրի","46 Kamo Street, Gyumri"
"Kamo Street 48A, Gyumri","Kamo Street 48A, Gyumri"
"Բագրատունյաց հրապարակ 8, Գյումրի","Bagratunyats Square 8, Gyumri"
"Квартал Муш 2 10-2Е, Гюмри","Quarter Mush 2 10-2E, Gyumri"
"Շիրակացի փողոց 4/6, Գյումրի","4/6 Shirakatsi Street, Gyumri"
"Sayat Nova avenue 1, Gyumri","Sayat Nova avenue 1, Gyumri"
"Նիկոլայ Ռիժկովի փողոց 1, Գյումրի","Nikolay Ryzhkov Street 1, Gyumri"
"Gorki Street 76, Gyumri","Gorki Street 76, Gyumri"
"Անի թաղամասի 7-րդ փողոց 2, Գյումրի","2, 7th Street, Ani District, Gyumri"
"8th district, Gyumri","8th district, Gyumri"
"Շիրակացի փողոց 54, Գյումրի","54 Shirakatsi Street, Gyumri"
"Kamo street, Gyumri","Kamo street, Gyumri"
"9th Street, Mushavan","9th Street, Mushavan"
"Artak Episkopos Smbatyan Street 10, Gyumri","Artak Episkopos Smbatyan Street 10, Gyumri"
"Ghorghanayn Street, Gyumri","Ghorghanayn Street, Gyumri"
"Gorki Street 33, Gyumri","Gorki Street 33, Gyumri"
"Սաշա Գրիգորյանի փողոց, Գյումրի","Sasha Grigoryan Street, Gyumri"
"13th Street 8/3, Gyumri","13th Street 8/3, Gyumri"
"Shirakatsi street, Gyumri","Shirakatsi street, Gyumri"
"Շիրակացու փողոց 7Բ, Գյումրի","7B Shirakatsi Street, Gyumri"
"P.Sevak St, Գյումրի","P.Sevak St, Gyumri"
"Մինաս Ավետիսյանի փողոց 29, Գյումրի","Minas Avetisyan Street 29, Gyumri"
"Խրիմյան Հայրիկ մայրուղի 15/2, Գյումրի","Khrimyan Hayrik Highway 15/2, Gyumri"
"Garegin Nzhdeh Avenue 7/15, Gyumri","Garegin Nzhdeh Avenue 7/15, Gyumri"
"Իսահակյան փողոց 8Ա, Գյումրի","8A Isahakyan Street, Gyumri"
"Aram Khachatryan Street, Gyumri","Aram Khachatryan Street, Gyumri"
"Սայաթ-Նովա փողոց 9, Գյումրի","Sayat-Nova Street 9, Gyumri"
"Улица Шаумяна 188А, Гюмри","188A Shaumyan Street, Gyumri"
"Մուշ 2 թաղամաս 4/23, Գյումրի","4/23 Mush 2nd district, Gyumri"
"Khrimyan Hayrik Highway, Gyumri","Khrimyan Hayrik Highway, Gyumri"
"Ghandilyan street 22ա, Gyumri","Ghandilyan street 22ա, Gyumri"
"Միխայիլ Սալտիկով-Շեդրինի փողոց 7Ա, Գյումրի","7A Mikhail Saltykov-Shchedrin Street, Gyumri"
"Երևանյան խճուղի 133, Գյումրի","Yerevan Highway 133, Gyumri"
"Gorki Street 67, Gyumri","Gorki Street 67, Gyumri"
"Sayat Nova avenue, Gyumri","Sayat Nova avenue, Gyumri"
"Tigran Mets Avenue, Gyumri","Tigran Mets Avenue, Gyumri"
"Վահան Տերյանի փողոց 98, Գյումրի","98 Vahan Teryan Street, Gyumri"
"Квартал Муш 2 4/24, Гюмри","Quarter Mush 2 4/24, Gyumri"
"Մուշ 2 թաղամաս 4/37, Գյումրի","4/37, Mush 2nd district, Gyumri"
"Մուշ 2 թաղամաս 10/5, Գյումրի","Mush 2nd district 10/5, Gyumri"
"Квартал Арагац-2 3, Гюмри","Aragats-2 quarter 3, Gyumri"
"Արագած փողոց 3Ա, Գյումրի","3A Aragats Street, Gyumri"
"Հաղթանակի պողոտա 4, Գյումրի","4 Haghtanak Avenue, Gyumri"
"Trdat Architector street 8ա, Gyumri","Trdat Architector street 8ա, Gyumri"
"Լիսինյան փողոց 10/2, Գյումրի","10/2 Lisinyan Street, Gyumri"
"Trdat Architector street 18, Gyumri","Trdat Architector street 18, Gyumri"
"Անի թաղամասի 3-րդ փողոց 1, Գյումրի","1, 3rd Street, Ani District, Gyumri"
"Квартал Муш 2 4/32, Гюмри","Quarter Mush 2 4/32, Gyumri"
"Aram Khachatryan Street 17, Gyumri","Aram Khachatryan Street 17, Gyumri"
"Shirakatsi Street 201, Gyumri","Shirakatsi Street 201, Gyumri"
"Շիրակացի փողոց 1, Գյումրի","1 Shirakatsi Street, Gyumri"
"Մուշ 2 թաղամաս 2-1Դ, Գյումրի","Mush 2nd district 2-1D, Gyumri"
"Ghandilyan street, Gyumri","Ghandilyan street, Gyumri"
"Լեվոն Մադոյան փողոց 115, Գյումրի","115 Levon Madoyan Street, Gyumri"
"Անի թաղամասի 11-րդ փողոց 5, Գյումրի","5, 11th Street, Ani District, Gyumri"
"Trdat Architector street 36, Gyumri","Trdat Architector street 36, Gyumri"
"Shaumyan Street 188/15, Gyumri","Shaumyan Street 188/15, Gyumri"
"Կամո փողոց, Գյումրի","Kamo Street, Gyumri"
"Վազգեն Սարգսյանի փողոց 6ա, Գյումրի","6a Vazgen Sargsyan Street, Gyumri"
"Երևանյան խճուղի, Գյումրի","Yerevan Highway, Gyumri"
"Անի թաղամասի 9-րդ փողոց 5, Գյումրի","5, 9th Street, Ani District, Gyumri"
"Կ. Հալաբյան փողոց 8/1, Գյումրի","K. Halabyan Street 8/1, Gyumri"
"Minas Avetisyan street 1, Gyumri","Minas Avetisyan street 1, Gyumri"
"Minas Avetisyan street 21, Gyumri","Minas Avetisyan street 21, Gyumri"
"Улица Паруйра Севака, Гюмри","Paruyr Sevak Street, Gyumri"
"Hansoglyan Street, Gyumri","Hansoglyan Street, Gyumri"
"Կամոյի փողոց 42, Գյումրի","42 Kamo Street, Gyumri"
"Հ. Սարգսյան փողոց 4-րդ նրբանցք 28, Գյումրի","H. Sargsyan Street 4th Lane 28, Gyumri"
"Haghtanak Avenue 2, Gyumri","Haghtanak Avenue 2, Gyumri"
"Ереванское шоссе 143А, Гюмри","Yerevan highway 143A, Gyumri"
"Haghtanak Avenue, Gyumri","Haghtanak Avenue, Gyumri"
"Haghtanaki Ave 42, Gyumri","Haghtanaki Ave 42, Gyumri"
"Տրդատ Ճարտարապետի փողոց 13/1, Գյումրի","13/1 Trdat Chartarapet Street, Gyumri"
"Մուշ 2-2 թաղամաս 53, Գյումրի","Mush 2-2 district 53, Gyumri"
"Կայարանամերձ հրապարակ 1, Գյումրի","Station Square 1, Gyumri"
"Տերյան փողոց 137, Գյումրի","137 Teryan Street, Gyumri"
"Shirakatsi St 54, Gyumri","Shirakatsi St 54, Gyumri"
"Sayat Nova avenue 2, Gyumri","Sayat Nova avenue 2, Gyumri"
"Улица Егише Чаренца 14, Гюмри","Yeghishe Charents Street 14, Gyumri"
Shirak › Vahramaberd,Shirak › Vahramaberd
"Улица Вагана Теряна, Гюмри","Vahan Teryan Street, Gyumri"
"Bagratunyats Square, Gyumri","Bagratunyats Square, Gyumri"
"Улица Таманяна 3, Гюмри","Tamanyan street 3, Gyumri"
"Улица Мазманяна, Гюмри","Mazmanyan street, Gyumri"
"Մուշ 2 թաղամաս 22, Գյումրի","22 Mush 2nd district, Gyumri"
"Шоссе Хримян Айрика, Гюмри","Khrimyan Hayrik Highway, Gyumri"
"Արամ Խաչատրյան փողոց 33, Գյումրի","33 Aram Khachatryan Street, Gyumri"
